csvfile,Ensembl,Ensembl_no_version,Expression,logFC,AveExpr,t,P.Value,adj.P.Val,B
Age.csv,ENSG00000207444.1,ENSG00000207444,underexpressed,-0.618078140957357,2.27009216707003,-17.1824228131439,1.48269084412974e-61,2.00883778797115e-59,129.195295825791
Age.csv,ENSG00000228634.1,ENSG00000228634,underexpressed,-0.528418503288639,2.31076975710863,-17.1821564355747,1.48858328461451e-61,2.00883778797115e-59,129.191717684471
Age.csv,ENSG00000211881.1,ENSG00000211881,underexpressed,-0.526093899026164,2.04626980864119,-17.1509979810867,2.36660960225535e-61,3.1709187799361403e-59,128.733250551773
Age.csv,ENSG00000184270.6,ENSG00000184270,underexpressed,-0.864206329094118,2.97796563984065,-17.1490230810525,2.43713743660683e-61,3.24225702382063e-59,128.695068418861
Age.csv,ENSG00000201724.1,ENSG00000201724,underexpressed,-0.5521938060128,2.54995522284645,-17.1260889806276,3.4269276081304105e-61,4.52692310375424e-59,128.361066424523
Age.csv,ENSG00000270894.1,ENSG00000270894,underexpressed,-0.411811877275011,1.96983963111018,-17.1244601286817,3.51085331609507e-61,4.60535569953226e-59,128.341766257388
Age.csv,ENSG00000259121.2,ENSG00000259121,underexpressed,-0.45664958963162,2.05158494458642,-17.1168846750649,3.92891463925876e-61,5.11795700022333e-59,128.230073612355
Age.csv,ENSG00000235852.1,ENSG00000235852,underexpressed,-0.566690020194809,2.20259344161174,-17.0996928127023,5.0710528869565905e-61,6.56019379679529e-59,127.974765687952
Age.csv,ENSG00000255400.1,ENSG00000255400,underexpressed,-0.409673297074777,1.64977513785367,-17.0935599769248,5.5540955293978605e-61,7.13587150277021e-59,127.882512804547
Age.csv,ENSG00000226761.3,ENSG00000226761,underexpressed,-0.433052166924893,1.80620686593236,-17.0777710225968,7.019365726235981e-61,8.95709267297514e-59,127.652598770011
Age.csv,ENSG00000265142.9,ENSG00000265142,underexpressed,-0.315323673401977,1.38957029080961,-17.0399071705433,1.22990825278035e-60,1.55882560849012e-58,127.071553623433
Age.csv,ENSG00000207468.1,ENSG00000207468,underexpressed,-0.489514857100986,2.16741841101711,-17.0268332275588,1.4924001667656902e-60,1.87882163276449e-58,126.903230664872
Age.csv,ENSG00000201662.1,ENSG00000201662,underexpressed,-0.548256073599249,2.10944727153538,-17.0096940602911,1.92287034408624e-60,2.4046134609579802e-58,126.65207197369
Age.csv,ENSG00000152402.11,ENSG00000152402,underexpressed,-0.343763328204808,2.66745839605279,-17.0085106276372,1.95680176191524e-60,2.41484785855303e-58,126.633757126196
Age.csv,ENSG00000254911.3,ENSG00000254911,underexpressed,-0.664480352150346,2.56454602345357,-17.0088826406957,1.9460715440265302e-60,2.41484785855303e-58,126.633481344376
Age.csv,ENSG00000173812.11,ENSG00000173812,overexpressed,0.30934547002703,8.51114197733742,17.0053350100814,2.0508326906471602e-60,2.5143476870038803e-58,126.572574916033
Age.csv,ENSG00000163191.6,ENSG00000163191,overexpressed,0.428643268555083,10.746186135473,16.9910538668124,2.53257760323337e-60,3.08481108321114e-58,126.378087849675
Age.csv,ENSG00000272627.1,ENSG00000272627,underexpressed,-0.410643803897089,2.09659673821771,-16.9826002799385,2.8693097914519903e-60,3.47242019793913e-58,126.255241462057
Age.csv,ENSG00000232646.1,ENSG00000232646,underexpressed,-0.395543647197773,1.82386285973903,-16.9816040877226,2.91182282591305e-60,3.4967086417360905e-58,126.240136633127
Age.csv,ENSG00000266370.1,ENSG00000266370,underexpressed,-0.375569950701107,1.81445295045114,-16.9812597782999,2.9266619935631e-60,3.4967086417360905e-58,126.234677968874
